Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Data-Driven Distance Education Course Design: Content Recommendation Based on Big Data,"3D Image Technologies, Robotics and Control Engineering",,,,10.1007/978-981-97-9128-6_36,Sailuo WanYuerong Zhang,2025,https://link.springer.com/chapter/10.1007/978-981-97-9128-6_36,Conference paper
Correlation Aware Relevance-Based Semantic Index for Clinical Big Data Repository,Journal of Imaging Informatics in Medicine,,,,10.1007/s10278-024-01095-w,Priya DeshpandeAlexander Rasin,2024,https://link.springer.com/article/10.1007/s10278-024-01095-w,Article
The Confluence of AI and Big Data Analytics in Industry 4.0: Fostering Sustainable Strategic Development,Journal of the Knowledge Economy,,,,10.1007/s13132-024-02120-7,Mengze ZhengTe LiJing Ye,2024,https://link.springer.com/article/10.1007/s13132-024-02120-7,Article
Cost-Aware Scheduling and Data Skew Alleviation for Big Data Processing in Heterogeneous Cloud Environment,Journal of Grid Computing,,,,10.1007/s10723-023-09661-2,Hongjian LiLisha ZhuShuaicheng WangLei Wang,2023,https://link.springer.com/article/10.1007/s10723-023-09661-2,Article
Research on Big Data Information Big Model Processing System of IoT Under Computer Artificial Intelligence Technology,IoT as a Service,,,,10.1007/978-3-031-70507-6_23,Ren QiongXi HuJunming Chang,2025,https://link.springer.com/chapter/10.1007/978-3-031-70507-6_23,Conference paper
Preventive maintenance policies for a big data system with throughput rate,Annals of Operations Research,,,,10.1007/s10479-023-05284-8,Ji ZhangHongshuang FengXiaohui Chen,2023,https://link.springer.com/article/10.1007/s10479-023-05284-8,Article
MapReduce: A Big Data-Maintained Algorithm Empowering Big Data Processing for Enhanced Business Insights,ICT: Applications and Social Interfaces,,,,10.1007/978-981-97-0210-7_24,Deepak Chandra UpretyDyuti BanarjeeNitish KumarAbhimanyu Dhiman,2024,https://link.springer.com/chapter/10.1007/978-981-97-0210-7_24,Conference paper
Automated passive income from stock market using machine learning and big data analytics with security aspects,Multimedia Tools and Applications,,,,10.1007/s11042-024-19340-3,Gaurav SharmaStilianos VidalisP. MankarNiharika AnandMinakshiSomesh Kumar,2024,https://link.springer.com/article/10.1007/s11042-024-19340-3,Article
Big Data Analytics,Lecture Notes in Computer Science,,,,10.1007/978-3-031-24094-2,Partha Pratim RoyArvind AgarwalTianrui LiP. Krishna ReddyR. Uday Kiran,2023,https://link.springer.com/book/10.1007/978-3-031-24094-2,Conference proceedings
"With super SDMs (machine learning, open access big data, and the cloud) towards more holistic global squirrel hotspots and coldspots",Scientific Reports,,,,10.1038/s41598-024-55173-8,Moriz SteinerF. HuettmannN. BryansB. Barker,2024,https://link.springer.com/article/10.1038/s41598-024-55173-8,Article
Data Mining and Big Data,Communications in Computer and Information Science,,,,10.1007/978-981-19-9297-1,Ying TanYuhui Shi,2023,https://link.springer.com/book/10.1007/978-981-19-9297-1,Conference proceedings
Resource Forecasting of Geographical Area Using Big Data Analytics,Recent Advancements in Product Design and Manufacturing Systems,,,,10.1007/978-981-97-6732-8_10,Venkata Kishore Kumar RejetiG. Rajesh ChandraV. MounikaS. K. Thasleema ThanveerV. JyothikaY. HarikaD. Anand,2025,https://link.springer.com/chapter/10.1007/978-981-97-6732-8_10,Conference paper
Designing and evaluating a big data analytics approach for predicting students’ success factors,Journal of Big Data,,,,10.1186/s40537-023-00835-z,Kiran FahdShah J. Miah,2023,https://link.springer.com/article/10.1186/s40537-023-00835-z,Article
Two-stage scheduling for a fluctuant big data stream on heterogeneous servers with multicores in a data center,Cluster Computing,,,,10.1007/s10586-023-04044-4,Shun WangGuo-sun Zeng,2023,https://link.springer.com/article/10.1007/s10586-023-04044-4,Article
Big Data in Earth system science and progress towards a digital twin,Nature Reviews Earth & Environment,,,,10.1038/s43017-023-00409-w,Xin LiMin FengYouhua RanYang SuFeng LiuChunlin HuangHuanfeng ShenQing XiaoJianbin SuShiwei YuanHuadong Guo,2023,https://link.springer.com/article/10.1038/s43017-023-00409-w,Article
Use citizen science to turbocharge big-data projects,Nature,,,,10.1038/d41586-024-03182-y,,2024,https://www.nature.com/articles/d41586-024-03182-y,Article
"BART, the new robotic assistant: big data, artificial intelligence, robotics, and telemedicine integration for an ICU 4.0","Journal of Anesthesia, Analgesia and Critical Care",,,,10.1186/s44158-024-00180-4,Maria Grazia BocciRaffaella BarbaroValentina BelliniChristian NapoliLuigino Jalale DarhourElena Bignami,2024,https://link.springer.com/article/10.1186/s44158-024-00180-4,Article
Adaptive integration method of transformer state big data based on deep hash algorithm,Multimedia Tools and Applications,,,,10.1007/s11042-023-15578-5,Yangze LuFei Lu,2023,https://link.springer.com/article/10.1007/s11042-023-15578-5,Article
An Extensible Approach to Searching and Selecting Data Sources for Materialized Big Data Integration in Distributed Computing Environments,Pattern Recognition and Image Analysis,,,,10.1134/S1054661823020141,V. V. SazontevS. A. Stupnikov,2023,https://link.springer.com/article/10.1134/S1054661823020141,Article
Big Data Management for&#xa0;Machine Learning from&#xa0;Big Data,Advanced Information Networking and Applications,,,,10.1007/978-3-031-29056-5_35,Anifat M. OlawoyinCarson K. LeungConnor C. J. HryhorukAlfredo Cuzzocrea,2023,https://link.springer.com/chapter/10.1007/978-3-031-29056-5_35,Conference paper
Efficient High Utility Mining Algorithm for Big Data Applications,Bio-Inspired Computing,,,,10.1007/978-3-031-78943-4_34,G. Hemanth Kumar YadavRadhika GundluruN. Bala KrishnaNaresh TanguduMohammad Gouse GaletyA. Ayisha Begam,2025,https://link.springer.com/chapter/10.1007/978-3-031-78943-4_34,Conference paper
Navigating the&#xa0;Ethical Landscape of&#xa0;Big Data Collection and&#xa0;Analysis,Foundations of Computer Science and Frontiers in Education: Computer Science and Computer Engineering,,,,10.1007/978-3-031-85930-4_10,Nick RahimiSarah Lee,2025,https://link.springer.com/chapter/10.1007/978-3-031-85930-4_10,Conference paper
Data Mining and Big Data,Communications in Computer and Information Science,,,,10.1007/978-981-19-8991-9,Ying TanYuhui Shi,2023,https://link.springer.com/book/10.1007/978-981-19-8991-9,Conference proceedings
Big Spatial Data Management: Tools and Technologies Landscape,ICT Analysis and Applications,,,,10.1007/978-981-97-8605-3_39,Purnima Gandhi,2025,https://link.springer.com/chapter/10.1007/978-981-97-8605-3_39,Conference paper
Imbalanced data sampling design based on grid boundary domain for big data,Computational Statistics,,,,10.1007/s00180-024-01471-8,Hanji HeJianfeng HeLiwei Zhang,2024,https://link.springer.com/article/10.1007/s00180-024-01471-8,Article
Exploring the Impact of Big Data Analytics on Recruitment Practices,International Conference on Advanced Intelligent Systems for Sustainable Developent (AI2SD 2024),,,,10.1007/978-3-031-91337-2_78,Zenab ElmenzhiSoraya AljiAhmed MaghniMahmoud Belamhitou,2025,https://link.springer.com/chapter/10.1007/978-3-031-91337-2_78,Conference paper
Statistical Modelling for&#xa0;Big and&#xa0;Little Data,Developments in Statistical Modelling,,,,10.1007/978-3-031-65723-8_38,Robin Henderson,2024,https://link.springer.com/chapter/10.1007/978-3-031-65723-8_38,Conference paper
A systematic review on big data applications and scope for industrial processing and healthcare sectors,Journal of Big Data,,,,10.1186/s40537-023-00808-2,Kumar RahulRohitash Kumar BanyalNeeraj Arora,2023,https://link.springer.com/article/10.1186/s40537-023-00808-2,Article
RETRACTED ARTICLE: Distributed computing and big data techniques for efficient fault detection and data management in wireless networks,Optical and Quantum Electronics,,,,10.1007/s11082-023-05502-4,Ajmeera KiranP. N. RenjithSapna GuptaSrinivas AmbalaPreethi Sambandam RajuDrakshayani Sriramsetti,2023,https://link.springer.com/article/10.1007/s11082-023-05502-4,Article
Sustainable Practices in AI and Big Data,"Proceedings of the Future Technologies Conference (FTC) 2024, Volume 1",,,,10.1007/978-3-031-73110-5_9,Nikola KuchtíkováMiloš Maryška,2024,https://link.springer.com/chapter/10.1007/978-3-031-73110-5_9,Conference paper
Big Data Analytics in Smart Grids,Big Data Analytics,,,,10.1007/978-3-031-55639-5_11,Ümit DemirbagaGagangeet Singh AujlaAnish JindalOğuzhan Kalyon,2024,https://link.springer.com/chapter/10.1007/978-3-031-55639-5_11,Chapter
Protecting privacy in the age of big data: exploring data linking methods for quasi-identifier selection,International Journal of Information Security,,,,10.1007/s10207-024-00944-7,Antonio Borrero-FoncubiertaMercedes Rodriguez-GarciaAndrés MuñozJuan Manuel Dodero,2024,https://link.springer.com/article/10.1007/s10207-024-00944-7,Article
DNMT3L inhibits hepatocellular carcinoma progression through DNA methylation of CDO1: insights from big data to basic research,Journal of Translational Medicine,,,,10.1186/s12967-024-04939-9,Xiaokai YanYao QiXinyue YaoNanjing ZhouXinxin YeXing Chen,2024,https://link.springer.com/article/10.1186/s12967-024-04939-9,Article
Application of Mathematical Algorithms in Big Data Analysis Techniques,Proceedings of the 5th International Conference on Big Data Analytics for Cyber-Physical System in Smart City—Volume 1,,,,10.1007/978-981-96-0208-7_4,Jing Liang,2025,https://link.springer.com/chapter/10.1007/978-981-96-0208-7_4,Conference paper
Bridging big data in the ENIGMA consortium to combine non-equivalent cognitive measures,Scientific Reports,,,,10.1038/s41598-024-72968-x,Eamonn KennedyShashank VadlamaniHannah M. LindseyPui-Wa LeiMary Jo-PughPaul M. ThompsonDavid F. TateFrank G. HillaryEmily L. DennisElisabeth A. WildeMaheen AdamsonMartin AldaSilvia Alonso-LanaSonia AmbrogiTim J. AndersonCelso ArangoRobert F. AsarnowMihai AvramRosa Ayesa-ArriolaTalin BabikianNerisa BanajLaura J. BirdStefan BorgwardtAmy BrodtmannKatharina BroschKaren CaeyenberghsVince D. CalhounNancy D. ChiaravallotiDavid X. CifuBenedicto Crespo-FacorroJohn C. Dalrymple-AlfordKristen Dams-O’ConnorUdo DannlowskiDavid DarbyNicholas DavenportJohn DeLucaCovadonga M. Diaz-CanejaSeth G. DisnerEkaterina DobryakovaStefan EhrlichCarrie EsopenkoFabio FerrarelliLea E. FrankCarol FranzPaola Fuentes-ClaramonteHelen GenovaChristopher C. GizaJanik GoltermannDominik GrotegerdMarius GruberAlfonso Gutierrez-ZotesMinji HaJan HaavikCharles HinkinKristen R. HoskinsonDaniela HublAndrei IrimiaAndreas JansenMichael KaessXiaojian KangKimbra KenneyBarbora KeřkováMohamed Salah KhlifMinah KimJochen KindlerTilo KircherKarolina KnížkováKnut K. KolskårDenise KrchWilliam S. KremenTaylor KuhnVeena KumariJun Soo KwonRoberto LangellaSarah LaskowitzJungha LeeJean LengenfelderSpencer W. LiebelVictoria Liou-JohnsonSara M. LippaMarianne LøvstadAstri LundervoldCassandra MarottaCraig A. MarquardtPaulo MattosAhmad MayeliCarrie R. McDonaldSusanne MeinertTracy R. MelzerJessica Merchán-NaranjoChantal MichelRajendra A. MoreyBenson MwangiDaniel J. MyallIgor NenadićMary R. NewsomeAbraham NunesTerence O’BrienViola OertelJohn OllingerAlexander OlsenVictor Ortiz García de la FozMustafa OzmenHeath PardoeMarise ParentFabrizio PirasFederica PirasEdith Pomarol-ClotetJonathan ReppleGeneviève RichardJonathan RodriguezMabel RodriguezKelly Rootes-MurdyJared RowlandNicholas P. RyanRaymond SalvadorAnne-Marthe SandersAndre SchmidtJair C. SoaresGianfranco SpalletaFilip ŠpanielAlena StasenkoFrederike SteinBenjamin StraubeApril ThamesFlorian Thomas-OdenthalSophia I. ThomopoulosErin ToneIvan TorresMaya TroyanskayaJessica A. TurnerKristine M. UlrichsenGuillermo UmpierrezElisabet VilellaLucy VivashWilliam C. WalkerEmilio WerdenLars T. WestlyeKrista WildAdrian WroblewskiMon-Ju WuGlenn R. WylieLakshmi N. YathamGiovana B. Zunta-Soares,2024,https://link.springer.com/article/10.1038/s41598-024-72968-x,Article
Strategic Insights: Revolutionizing Supply Chain Efficiency Through Big Data Optimization,Advancements in Optimization and Nature-Inspired Computing for Solutions in Contemporary Engineering Challenges,,,,10.1007/978-981-96-0706-8_11,Varsha MittalPreeti Malik,2025,https://link.springer.com/chapter/10.1007/978-981-96-0706-8_11,Chapter
Design and application of a quality evaluation index system for sustainable cultivation of big data professionals in universities based on Bloom cognitive domain classification method,Discover Sustainability,,,,10.1007/s43621-024-00390-4,Chunzhong LiWenliang JuShiwei Chu,2024,https://link.springer.com/article/10.1007/s43621-024-00390-4,Article
Risk and UCON-based access control model for healthcare big data,Journal of Big Data,,,,10.1186/s40537-023-00783-8,Rong JiangXue ChenYimin YuYing ZhangWeiping Ding,2023,https://link.springer.com/article/10.1186/s40537-023-00783-8,Article
Comparative Analysis of Object-Based Big Data Storage Systems on Architectures and Services: A Recent Survey,Journal of The Institution of Engineers (India): Series B,,,,10.1007/s40031-023-00983-z,Anindita Sarkar MondalMadhupa SanyalHrishav Bakul BaruaSamiran ChattopadhyayKartick Chandra Mondal,2024,https://link.springer.com/article/10.1007/s40031-023-00983-z,Article
An Overview on Testing Big Data Applications,Proceedings of Ninth International Congress on Information and Communication Technology,,,,10.1007/978-981-97-3299-9_25,Daniel StaegemannPouya AtaeiErik LautenschlägerMatthias PohlChristian HaertelChristian DaaseMatthias VolkMohammad AbdallahKlaus Turowski,2024,https://link.springer.com/chapter/10.1007/978-981-97-3299-9_25,Conference paper
"Green supply chain management and SMEs sustainable performance in developing country: role of green knowledge sharing, green innovation and big data-driven supply chain",Discover Sustainability,,,,10.1007/s43621-025-01055-6,Ikramuddin JunejoJan Muhammad SohuBelal Mahmoud AlwadiFaisal EjazAemin NasirMd Billal Hossain,2025,https://link.springer.com/article/10.1007/s43621-025-01055-6,Article
Predicting Consumer Behavior Based on Big Data of User-Generated Online Content in Retail Marketing,Global Journal of Flexible Systems Management,,,,10.1007/s40171-024-00372-5,Gleb Karpushkin,2024,https://link.springer.com/article/10.1007/s40171-024-00372-5,Article
The Simulation of Representational Psychological Rotation Based on Big Data Technology,Wireless Personal Communications,,,,10.1007/s11277-023-10716-6,Huaqi YeYisheng Yang,2023,https://link.springer.com/article/10.1007/s11277-023-10716-6,Article
Meta-analysis and review of in silico methods in drug discovery – part 1: technological evolution and trends from big data to chemical space,The Pharmacogenomics Journal,,,,10.1038/s41397-025-00368-z,Arife UzundurukanMark NelsonChristopher TeskeMohamed Shahidul IslamElzagheid MohamedJohn Victor ChristyHolli-Joi MartinEugene MuratovSamantha GloverDomenico Fuoco,2025,https://link.springer.com/article/10.1038/s41397-025-00368-z,Article
Hybrid Big Bang-Big crunch with cuckoo search for feature selection in credit card fraud detection,Scientific Reports,,,,10.1038/s41598-025-97149-2,Mohd Shukri Ab YajidNilesh BhosleGadug SudhamsuAli KhatibiSahil SharmaRubal JeetR. SivaranjaniA. BhowmikA. Johnson Santhosh,2025,https://link.springer.com/article/10.1038/s41598-025-97149-2,Article
Big data analytics enabled deep convolutional neural network for the diagnosis of cancer,Knowledge and Information Systems,,,,10.1007/s10115-023-01971-x,Joseph Bamidele AwotundeRanjit PanigrahiShubham ShuklaBaidyanath PandaAkash Kumar Bhoi,2023,https://link.springer.com/article/10.1007/s10115-023-01971-x,Article
An efficient big data classification using elastic collision seeker optimization based faster R-CNN,Neural Computing and Applications,,,,10.1007/s00521-023-08707-6,S. ChidambaramC. Pretty Diana CyrilS. Sankar Ganesh,2023,https://link.springer.com/article/10.1007/s00521-023-08707-6,Article
Algebraic aspects of big data in livestream in internet of mobile things,Mobile Networks and Applications,,,,10.1007/s11036-024-02297-w,Dang Van PhamVinh Cong Phan,2024,https://link.springer.com/article/10.1007/s11036-024-02297-w,Article
Big Data and Social Computing,Communications in Computer and Information Science,,,,10.1007/978-981-97-5803-6,Xiaofeng MengZhidong CaoSuran WuYang ChenXiu-Xiu Zhan,2024,https://link.springer.com/book/10.1007/978-981-97-5803-6,Conference proceedings
A Case Study on Big Data Course Design and Implementation,Information and Software Technologies,,,,10.1007/978-3-031-84263-4_23,Rita ButkieneDaina GudonieneEvaldas VaiciukynasLina CeponieneVitor Jorge Ramos RocioJochen DickelSirje Virkus,2025,https://link.springer.com/chapter/10.1007/978-3-031-84263-4_23,Conference paper
Synchronization of Life Science with Data Science: The Roles of Big Data Analytics,Biotechnology and Health Sciences,,,,10.1007/978-981-96-6103-9_6,Rotimi Williams BelloPius A. OwolawiChunling TuEtienne A. van WykDaniel A. Olubummo,2025,https://link.springer.com/chapter/10.1007/978-981-96-6103-9_6,Conference paper
Big data analytics in food industry: a state-of-the-art literature review,npj Science of Food,,,,10.1038/s41538-025-00394-y,Aftab SiddiqueAshish GuptaJason T. SawyerTung-Shi HuangAmit Morey,2025,https://link.springer.com/article/10.1038/s41538-025-00394-y,Article
Synergy of Big Data and Blockchain for Secure Analytics Solution,Fostering Machine Learning and IoT for Blockchain Technology,,,,10.1007/978-981-96-4078-2_12,Vijaya KumbharVinaya KeskarPallavi Yarde,2025,https://link.springer.com/chapter/10.1007/978-981-96-4078-2_12,Chapter
Understanding the role of obesity in endocrine therapy for postmenopausal breast cancer: significance of the BIG 1–98 and ATAC trial data,Discover Oncology,,,,10.1007/s12672-025-02857-w,Sixten HarborgSigne Borgquist,2025,https://link.springer.com/article/10.1007/s12672-025-02857-w,Article
Enhancing ERP Responsiveness Through Big Data Technologies: An Empirical Investigation,Information Systems Frontiers,,,,10.1007/s10796-023-10374-w,Florie BandaraUchitha JayawickramaMaduka SubasinghageFemi OlanHawazen AlamoudiMajed Alharthi,2023,https://link.springer.com/article/10.1007/s10796-023-10374-w,Article
Big Data in Manufacturing,Emerging Technologies in Manufacturing,,,,10.1007/978-3-031-23156-8_7,Matthew N. O. SadikuAbayomi J. Ajayi-MajebiPhilip O. Adebo,2023,https://link.springer.com/chapter/10.1007/978-3-031-23156-8_7,Chapter
Inertinite in coal and its geoenvironmental significance: Insights from AI and big data analysis,Science China Earth Sciences,,,,10.1007/s11430-023-1325-5,Longyi ShaoJiamin ZhouTimothy P. JonesFanghui HuaXiaotao XuZhiming YanHaihai HouDongdong WangJing Lu,2024,https://link.springer.com/article/10.1007/s11430-023-1325-5,Article
Beyond the outbreak: a review of big data analytics in proactive infectious disease prevention for risk mitigation for COVID-19,Journal of Big Data,,,,10.1186/s40537-025-01245-z,Nurun NuhaSakinah Ali PitchayAzni Haslizan Ab HalimMurtadha Arif Bin SahbudinIlfita Sahbudin,2025,https://link.springer.com/article/10.1186/s40537-025-01245-z,Article
Machine Learning for Big Data Analytics,Big Data Analytics,,,,10.1007/978-3-031-55639-5_9,Ümit DemirbagaGagangeet Singh AujlaAnish JindalOğuzhan Kalyon,2024,https://link.springer.com/chapter/10.1007/978-3-031-55639-5_9,Chapter
Digital social innovation based on Big Data Analytics for health and well-being of society,Journal of Big Data,,,,10.1186/s40537-023-00846-w,Kornelia Batko,2023,https://link.springer.com/article/10.1186/s40537-023-00846-w,Article
Cloud Computing for Big Data Analytics,Big Data Analytics,,,,10.1007/978-3-031-55639-5_4,Ümit DemirbagaGagangeet Singh AujlaAnish JindalOğuzhan Kalyon,2024,https://link.springer.com/chapter/10.1007/978-3-031-55639-5_4,Chapter
Big Data in multiscale modelling: from medical image processing to personalized models,Journal of Big Data,,,,10.1186/s40537-023-00763-y,Tijana GeroskiDjordje JakovljevićNenad Filipović,2023,https://link.springer.com/article/10.1186/s40537-023-00763-y,Article
Dynamic game strategies and coordination of closed-loop supply chain considering product remanufacturing and goodwill in the big data environment,"Environment, Development and Sustainability",,,,10.1007/s10668-024-04599-1,Genhasi GeDaoping WangSihan Liang,2024,https://link.springer.com/article/10.1007/s10668-024-04599-1,Article
Big Data Technologies in the Education System,Computational and Strategic Business Modelling,,,,10.1007/978-3-031-41371-1_47,N. O. OmarovaA. A. Echilova,2024,https://link.springer.com/chapter/10.1007/978-3-031-41371-1_47,Conference paper
Linguistic multidimensional perspective data simulation based on speech recognition technology and big data,Soft Computing,,,,10.1007/s00500-023-08191-z,Shi HonggaiYang Qian,2023,https://link.springer.com/article/10.1007/s00500-023-08191-z,Article
A contextual integrity approach to genomic information: what bioethics can learn from big data ethics,"Medicine, Health Care and Philosophy",,,,10.1007/s11019-024-10211-0,Nina F. de Groot,2024,https://link.springer.com/article/10.1007/s11019-024-10211-0,Article
Big Data,Communications in Computer and Information Science,,,,10.1007/978-981-19-8331-3,Tianrui LiRui MaoGuoyin WangFei TengLei ZhangLi WangLaizhong CuiJie Hu,2022,https://link.springer.com/book/10.1007/978-981-19-8331-3,Conference proceedings
Efficient Management Strategies for Big Data Based on Distributed Storage,"Innovative Computing 2025, Volume 3",,,,10.1007/978-981-96-8007-8_14,Jin LiQingwei GuoDeming Huan,2025,https://link.springer.com/chapter/10.1007/978-981-96-8007-8_14,Conference paper
Towards designing a comprehensive composite index for social vulnerability to natural hazards&#xa0;in the big data era: potential challenges and partial solutions,Natural Hazards,,,,10.1007/s11069-024-06874-w,Hamidreza Rabiei-DastjerdiFinbarr BreretonEoin O’Neill,2024,https://link.springer.com/article/10.1007/s11069-024-06874-w,Article
Big Data und Advanced Analytics im Controlling,,,,,10.1007/978-3-658-44768-7,Andreas Vorndran,2024,https://link.springer.com/book/10.1007/978-3-658-44768-7,Book
IoT-Enabled Prediction Model for Health Monitoring of College Students in Sports Using Big Data Analytics and Convolutional Neural Network,Mobile Networks and Applications,,,,10.1007/s11036-024-02370-4,ZhaoHuai ChaoLi YiLi MinYu Ya Long,2024,https://link.springer.com/article/10.1007/s11036-024-02370-4,Article
"Big Data, Artificial Intelligence, and Data Analytics in Climate Change Research",Advances in Geographical and Environmental Sciences,,,,10.1007/978-981-97-1685-2,Gaurav TripathiAchala ShakyaShruti KangaSuraj Kumar SinghPraveen Kumar Rai,2024,https://link.springer.com/book/10.1007/978-981-97-1685-2,Book
The Data Label Management and Efficient Application of Seismic Big-Data Platform,Proceedings of the International Field Exploration and Development Conference 2024,,,,10.1007/978-981-96-4759-0_29,Guang-da Lu,2025,https://link.springer.com/chapter/10.1007/978-981-96-4759-0_29,Conference paper
What is a recognized mechanism for transforming big data analytics into firm performance? A meta-analysis from cultural view,Humanities and Social Sciences Communications,,,,10.1057/s41599-024-04284-8,Zongyuan LiuHarcharanjit Singh Mahinder SinghFatema Al Shibli,2025,https://link.springer.com/article/10.1057/s41599-024-04284-8,Article
Big data decision tree for continuous-valued attributes based on unbalanced cut points,Journal of Big Data,,,,10.1186/s40537-023-00816-2,Shixiang MaJunhai Zhai,2023,https://link.springer.com/article/10.1186/s40537-023-00816-2,Article
Optimization of logistics flow management through big data analytics for sustainable development and environmental cycles,Soft Computing,,,,10.1007/s00500-023-09591-x,Xin Li,2024,https://link.springer.com/article/10.1007/s00500-023-09591-x,Article
Boosting K-means for&#xa0;Big Data by&#xa0;Fusing Data Streaming with&#xa0;Global Optimization,Recent Challenges in Intelligent Information and Database Systems,,,,10.1007/978-981-96-5881-7_3,Ravil MussabayevRustam Mussabayev,2025,https://link.springer.com/chapter/10.1007/978-981-96-5881-7_3,Conference paper
A big data association rule mining based approach for energy building behaviour analysis in an IoT environment,Scientific Reports,,,,10.1038/s41598-023-47056-1,M. DoloresCarlos Fernandez-BassoJuan Gómez-RomeroMaria J. Martin-Bautista,2023,https://link.springer.com/article/10.1038/s41598-023-47056-1,Article
Meta-heuristic endured deep learning model for big data classification: image analytics,Knowledge and Information Systems,,,,10.1007/s10115-023-01888-5,P. NaveenB. Diwan,2023,https://link.springer.com/article/10.1007/s10115-023-01888-5,Article
Design of computer big data processing system based on genetic algorithm,Soft Computing,,,,10.1007/s00500-023-08142-8,Song Chen,2023,https://link.springer.com/article/10.1007/s00500-023-08142-8,Article
Data quality model for assessing public COVID-19 big datasets,The Journal of Supercomputing,,,,10.1007/s11227-023-05410-0,Alladoumbaye NgueilbayeJoshua Zhexue HuangMehak KhanHongzhi Wang,2023,https://link.springer.com/article/10.1007/s11227-023-05410-0,Article
"Big Data Algorithms, MapReduce and Hadoop ecosystem",Big Data Infrastructure Technologies for Data Analytics,,,,10.1007/978-3-031-69366-3_5,Yuri DemchenkoJuan J. Cuadrado-GallegoOleg ChertovMarharyta Aleksandrova,2024,https://link.springer.com/chapter/10.1007/978-3-031-69366-3_5,Chapter
Application of Big Data Technology in Time-Frequency Data Management and Diagnosis,"Applied Computational Intelligence, Informatics and Big Data",,,,10.1007/978-3-031-91853-7_2,Zongrong LiYiqin JiangHao ChenJing MengXiaomeng Duan,2025,https://link.springer.com/chapter/10.1007/978-3-031-91853-7_2,Conference paper
Harnessing Big Data Analytics for Strategic Supply Chain Decisions,Flexibility and Emerging Perspectives in Digital Supply Chain Management,,,,10.1007/978-981-96-3556-6_8,Kanchan NaithaniY. P. RaiwaniShrikant Tiwari,2025,https://link.springer.com/chapter/10.1007/978-981-96-3556-6_8,Chapter
Big data analysis on manufacturing variables affecting properties of medium density fiberboard,European Journal of Wood and Wood Products,,,,10.1007/s00107-023-02030-6,Seongsu ParkByung-Dae ParkYongku Kim,2023,https://link.springer.com/article/10.1007/s00107-023-02030-6,Article
A comprehensive review on sentiment analysis of social/web media big data for stock market prediction,International Journal of System Assurance Engineering and Management,,,,10.1007/s13198-023-02214-6,Pratham ShahKush DesaiMrudani HadaParth ParikhMalav ChampaneriaDhyani PanchalMansi TannaManan Shah,2024,https://link.springer.com/article/10.1007/s13198-023-02214-6,Article
"2nd International Conference on Big Data, IoT, and Cloud Computing",EAI/Springer Innovations in Communication and Computing,,,,9783031935695,Xiaolin JiaThurasamy RamayahHui Zhang,2025,https://link.springer.com/book/9783031935701,Conference proceedings
Improving Administrative Data Quality on Tourism Using Big Data,"Advanced Methods in Statistics, Data Science and Related Applications",,,,10.1007/978-3-031-65699-6_9,Antonella BianchinoArmando d’AnielloDaniela Fusco,2024,https://link.springer.com/chapter/10.1007/978-3-031-65699-6_9,Conference paper
Discovering Changes in the Global Liquefied Natural Gas Marine Supply Network During the Russian-Ukrainian Crisis with Big Data,Chinese Geographical Science,,,,10.1007/s11769-024-1467-0,Renrong XiaoPengjun ZhaoMengzhu ZhangTingting KangTianyu Ma,2025,https://link.springer.com/article/10.1007/s11769-024-1467-0,Article
An Effective Metaheuristic Based Dynamic Fine Grained Data Security Framework for Big Data,Wireless Personal Communications,,,,10.1007/s11277-024-11506-4,Lalit Mohan GuptaAbdus SamadHitendra GargKaushal Shah,2024,https://link.springer.com/article/10.1007/s11277-024-11506-4,Article
Information literacy of college students from library education in smart classrooms: based on big data exploring data mining patterns using Apriori algorithm,Soft Computing,,,,10.1007/s00500-023-09621-8,Si ChenYing XueXiangzhe Cui,2024,https://link.springer.com/article/10.1007/s00500-023-09621-8,Article
Security and scalability issues in big data analytics in heterogeneous networks,Soft Computing,,,,10.1007/s00500-023-07968-6,S. Uma Maheswara RaoL. Lakshmanan,2023,https://link.springer.com/article/10.1007/s00500-023-07968-6,Article
Integrating big data with KNIME as an alternative without programming code: an application to the PATSTAT patent database,Journal of Geographical Systems,,,,10.1007/s10109-024-00445-0,Fernando H. TaquesCoro ChascoFlávio H. Taques,2024,https://link.springer.com/article/10.1007/s10109-024-00445-0,Article
"Big Data Technologies Foundation: Definition, Reference Architecture, Use Cases",Big Data Infrastructure Technologies for Data Analytics,,,,10.1007/978-3-031-69366-3_2,Yuri DemchenkoJuan J. Cuadrado-GallegoOleg ChertovMarharyta Aleksandrova,2024,https://link.springer.com/chapter/10.1007/978-3-031-69366-3_2,Chapter
Improving child health through Big Data and data science,Pediatric Research,,,,10.1038/s41390-022-02264-9,Zachary A. VesoulisAmeena N. HusainF. Sessions Cole,2022,https://link.springer.com/article/10.1038/s41390-022-02264-9,Article
A Review of Research on Big Data Technology,"Signal and Information Processing, Networking and Computers",,,,10.1007/978-981-97-2116-0_14,Ruochen WangZiyang ZengZhirui Yang,2024,https://link.springer.com/chapter/10.1007/978-981-97-2116-0_14,Conference paper
